,id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,No,Yes
1008,1009,192.0,7.0,746.0,0.0,-0.43318409026302795,2,1.0,10,0,59,73,90,74,95,77,81,0.0,1.0
1009,1010,216.0,176.0,904.0,0.0,2.3084873670979085,2,0.0,29,0,74,68,71,60,97,64,63,1.0,0.0
1010,1011,62.0,258.0,253.0,1.0,-0.43318409026302795,3,1.0,31,1,81,98,71,92,74,93,63,0.0,1.0
1011,1012,121.0,366.0,527.0,1.0,-0.43318409026302795,3,1.0,3,1,80,92,85,81,94,75,72,0.0,1.0
1012,1013,126.0,551.0,545.0,0.0,-0.43318409026302795,0,1.0,29,0,89,66,72,77,79,95,92,0.0,1.0
1013,1014,59.0,545.0,240.0,1.0,2.3084873670979085,3,0.0,34,1,65,78,82,65,100,92,64,1.0,0.0
1014,1015,190.0,601.0,737.0,1.0,2.3084873670979085,10,0.0,4,1,94,61,60,77,75,93,60,1.0,0.0
1015,1016,105.0,672.0,434.0,1.0,-0.43318409026302795,3,0.0,34,1,93,70,80,67,77,80,91,1.0,0.0
1016,1017,230.0,110.0,962.0,1.0,-0.43318409026302795,2,0.0,30,1,90,69,91,84,65,86,93,1.0,0.0
1017,1018,379.0,639.0,1710.0,0.0,-0.43318409026302795,3,0.0,18,0,67,60,87,73,92,82,70,1.0,0.0
1018,1019,403.0,290.0,1790.0,1.0,-0.43318409026302795,3,0.0,32,1,81,91,73,72,49,81,72,1.0,0.0
1019,1020,363.0,212.0,1617.0,1.0,-0.43318409026302795,1,0.0,31,1,95,71,88,96,82,65,80,1.0,0.0
1020,1021,313.0,111.0,1364.0,1.0,-0.43318409026302795,10,0.0,0,1,67,50,93,86,66,73,85,1.0,0.0
1021,1022,443.0,291.0,1955.0,1.0,-0.43318409026302795,7,0.0,3,1,83,69,99,88,87,81,68,1.0,0.0
1022,1023,379.0,416.0,1703.0,0.0,-0.43318409026302795,3,1.0,5,0,87,96,67,64,67,81,90,0.0,1.0
1023,1024,191.0,462.0,742.0,1.0,-0.43318409026302795,3,1.0,24,1,82,71,84,68,74,64,73,0.0,1.0
1024,1025,301.0,235.0,1281.0,0.0,-0.43318409026302795,4,0.0,27,0,97,87,65,90,66,84,75,1.0,0.0
1025,1026,209.0,280.0,863.0,1.0,-0.43318409026302795,1,1.0,21,1,88,67,77,89,97,70,71,0.0,1.0
1026,1027,227.0,69.0,951.0,0.0,-0.43318409026302795,4,0.0,32,0,91,94,81,61,61,82,73,1.0,0.0
1027,1028,267.0,453.0,1144.0,0.0,2.3084873670979085,7,0.0,5,0,77,60,83,65,81,80,88,1.0,0.0
1028,1029,212.0,15.0,892.0,0.0,-0.43318409026302795,7,0.0,7,0,94,65,96,77,83,75,98,1.0,0.0
1029,1030,0.0,505.0,4.0,1.0,2.3084873670979085,8,0.0,1,1,100,82,91,82,70,51,77,1.0,0.0
1030,1031,36.0,256.0,166.0,0.0,-0.43318409026302795,3,0.0,22,0,96,75,79,72,69,94,64,1.0,0.0
1031,1032,417.0,246.0,1845.0,1.0,-0.43318409026302795,5,1.0,15,1,75,64,76,65,44,80,91,0.0,1.0
1032,1033,222.0,231.0,921.0,1.0,-0.43318409026302795,1,0.0,12,1,94,84,85,63,67,89,66,1.0,0.0
1033,1034,230.0,504.0,977.0,1.0,-0.43318409026302795,3,1.0,21,1,89,100,89,65,91,83,61,0.0,1.0
1034,1035,303.0,514.0,1311.0,1.0,2.3084873670979085,5,0.0,24,1,100,80,74,87,77,95,92,1.0,0.0
1035,1036,275.0,454.0,1182.0,0.0,-0.43318409026302795,7,0.0,18,0,94,97,61,67,77,88,70,1.0,0.0
1036,1037,375.0,618.0,1685.0,0.0,-0.43318409026302795,6,0.0,4,0,78,78,100,87,98,80,98,1.0,0.0
1037,1038,313.0,533.0,1384.0,1.0,2.3084873670979085,6,0.0,5,1,65,71,88,57,75,62,62,1.0,0.0
1038,1039,379.0,456.0,1705.0,0.0,2.3084873670979085,7,0.0,32,0,68,81,72,76,93,94,97,1.0,0.0
1039,1040,129.0,420.0,558.0,1.0,-0.43318409026302795,8,1.0,0,1,93,78,98,76,86,89,92,0.0,1.0
1040,1041,135.0,309.0,575.0,0.0,-0.43318409026302795,2,0.0,34,0,100,64,95,83,83,94,83,1.0,0.0
1041,1042,328.0,93.0,1442.0,0.0,-0.43318409026302795,5,0.0,28,0,85,99,64,78,63,95,91,1.0,0.0
1042,1043,119.0,646.0,518.0,1.0,2.3084873670979085,1,1.0,30,1,80,93,82,89,94,95,70,0.0,1.0
1043,1044,93.0,368.0,388.0,1.0,-0.43318409026302795,8,0.0,31,1,97,80,60,98,86,83,75,1.0,0.0
1044,1045,300.0,218.0,1276.0,1.0,-0.43318409026302795,3,1.0,33,1,85,90,100,84,95,77,62,0.0,1.0
1045,1046,243.0,177.0,1035.0,0.0,-0.43318409026302795,2,0.0,28,0,87,76,87,98,61,92,81,1.0,0.0
1046,1047,178.0,162.0,697.0,1.0,-0.43318409026302795,2,0.0,31,1,79,70,82,63,90,89,96,1.0,0.0
1047,1048,313.0,10.0,1359.0,1.0,2.3084873670979085,3,0.0,7,1,87,86,73,88,98,71,85,1.0,0.0
1048,1049,332.0,274.0,1461.0,0.0,-0.43318409026302795,6,0.0,28,0,72,88,62,60,97,86,64,1.0,0.0
1049,1050,446.0,129.0,1962.0,0.0,-0.43318409026302795,4,1.0,44,0,89,99,93,99,87,89,98,0.0,1.0
1050,1051,86.0,631.0,344.0,0.0,2.3084873670979085,0,0.0,13,0,62,88,87,90,84,88,95,1.0,0.0
1051,1052,203.0,354.0,801.0,1.0,-0.43318409026302795,2,0.0,15,1,93,84,86,82,62,87,84,1.0,0.0
1052,1053,242.0,668.0,1033.0,0.0,-0.43318409026302795,3,0.0,16,0,75,97,97,83,74,74,74,1.0,0.0
1053,1054,32.0,335.0,136.0,0.0,-0.43318409026302795,1,0.0,18,0,75,66,61,69,68,96,63,1.0,0.0
1054,1055,354.0,110.0,1563.0,0.0,-0.43318409026302795,1,0.0,28,0,88,93,92,70,90,94,85,1.0,0.0
1055,1056,38.0,24.0,173.0,0.0,-0.43318409026302795,5,0.0,29,0,86,95,95,72,72,80,65,1.0,0.0
1056,1057,264.0,469.0,1138.0,0.0,-0.43318409026302795,8,0.0,30,0,86,98,97,75,83,95,80,1.0,0.0
1057,1058,26.0,440.0,117.0,0.0,-0.43318409026302795,1,1.0,32,0,99,95,88,68,91,62,75,0.0,1.0
1058,1059,294.0,472.0,1253.0,0.0,-0.43318409026302795,0,0.0,19,0,95,85,76,96,68,74,93,1.0,0.0
1059,1060,354.0,362.0,1570.0,0.0,-0.43318409026302795,2,0.0,18,0,92,72,61,93,86,97,79,1.0,0.0
1060,1061,18.0,551.0,67.0,0.0,-0.43318409026302795,5,0.0,23,0,88,91,96,99,85,62,86,1.0,0.0
1061,1062,339.0,129.0,1509.0,1.0,-0.43318409026302795,7,0.0,16,1,92,60,76,61,94,93,94,1.0,0.0
1062,1063,197.0,447.0,781.0,0.0,2.3084873670979085,8,0.0,1,0,70,70,75,83,60,86,62,1.0,0.0
1063,1064,195.0,1.0,753.0,1.0,2.3084873670979085,1,0.0,35,1,85,90,98,92,89,88,95,1.0,0.0
1064,1065,359.0,88.0,1596.0,1.0,-0.43318409026302795,3,0.0,32,1,79,78,69,80,72,71,88,1.0,0.0
1065,1066,134.0,145.0,571.0,1.0,-0.43318409026302795,0,0.0,31,1,60,88,75,94,87,82,79,1.0,0.0
1066,1067,253.0,421.0,1081.0,1.0,-0.43318409026302795,10,0.0,0,1,63,86,89,87,67,73,80,1.0,0.0
1067,1068,253.0,607.0,1083.0,1.0,-0.43318409026302795,3,0.0,24,1,99,77,82,60,88,91,93,1.0,0.0
1068,1069,328.0,442.0,1445.0,0.0,-0.43318409026302795,4,0.0,13,0,93,61,71,82,43,94,88,1.0,0.0
1069,1070,119.0,422.0,508.0,1.0,-0.43318409026302795,1,0.0,4,1,63,72,92,82,84,82,60,1.0,0.0
1070,1071,311.0,696.0,1354.0,0.0,-0.43318409026302795,1,0.0,1,0,81,86,84,78,63,86,73,1.0,0.0
1071,1072,94.0,268.0,407.0,0.0,-0.43318409026302795,5,0.0,27,0,60,61,66,82,100,76,79,1.0,0.0
1072,1073,326.0,654.0,1436.0,0.0,2.3084873670979085,7,0.0,4,0,68,50,68,53,58,87,74,1.0,0.0
1073,1074,303.0,505.0,1310.0,1.0,-0.43318409026302795,7,0.0,8,1,89,97,65,75,61,60,60,1.0,0.0
1074,1075,172.0,397.0,684.0,1.0,-0.43318409026302795,1,1.0,35,1,86,87,89,91,90,85,92,0.0,1.0
1075,1076,119.0,402.0,507.0,1.0,-0.43318409026302795,2,1.0,7,1,71,96,83,76,60,87,74,0.0,1.0
1076,1077,395.0,490.0,1755.0,0.0,-0.43318409026302795,9,0.0,4,0,72,69,58,79,70,50,98,1.0,0.0
1077,1078,370.0,567.0,1655.0,1.0,-0.43318409026302795,2,0.0,25,1,74,67,90,69,83,89,68,1.0,0.0
1078,1079,363.0,31.0,1611.0,1.0,-0.43318409026302795,2,0.0,28,1,99,84,75,81,91,87,63,1.0,0.0
1079,1080,121.0,597.0,528.0,1.0,-0.43318409026302795,4,0.0,19,1,99,78,74,95,72,65,91,1.0,0.0
1080,1081,193.0,447.0,750.0,1.0,-0.43318409026302795,2,0.0,16,1,88,71,82,98,91,73,74,1.0,0.0
1081,1082,355.0,290.0,1579.0,0.0,-0.43318409026302795,3,0.0,6,0,65,72,77,89,74,76,61,1.0,0.0
1082,1083,293.0,601.0,1243.0,0.0,2.3084873670979085,5,0.0,4,0,90,99,87,81,90,80,92,1.0,0.0
1083,1084,263.0,230.0,1129.0,1.0,-0.43318409026302795,9,0.0,34,1,91,88,79,60,82,96,83,1.0,0.0
1084,1085,432.0,613.0,1917.0,1.0,2.3084873670979085,3,0.0,31,1,86,92,66,66,100,99,91,1.0,0.0
1085,1086,330.0,2.0,1451.0,1.0,-0.43318409026302795,2,0.0,27,1,86,84,98,67,76,75,65,1.0,0.0
1086,1087,164.0,396.0,665.0,0.0,-0.43318409026302795,4,0.0,22,0,92,91,85,94,69,80,71,1.0,0.0
1087,1088,125.0,659.0,543.0,0.0,-0.43318409026302795,3,1.0,25,0,90,97,64,64,61,81,93,0.0,1.0
1088,1089,256.0,291.0,1107.0,0.0,-0.43318409026302795,3,0.0,19,0,98,69,61,62,82,87,64,1.0,0.0
1089,1090,448.0,208.0,1976.0,1.0,-0.43318409026302795,1,0.0,28,1,72,93,68,62,83,98,67,1.0,0.0
1090,1091,55.0,214.0,223.0,1.0,2.3084873670979085,3,1.0,34,1,77,93,83,84,83,84,71,0.0,1.0
1091,1092,222.0,689.0,939.0,1.0,-0.43318409026302795,10,0.0,5,1,75,52,84,70,81,99,85,1.0,0.0
1092,1093,170.0,345.0,677.0,1.0,2.3084873670979085,1,0.0,34,1,94,82,83,76,83,93,94,1.0,0.0
1093,1094,253.0,240.0,1080.0,1.0,-0.43318409026302795,7,0.0,34,1,75,88,71,62,90,78,95,1.0,0.0
1094,1095,218.0,518.0,907.0,0.0,-0.43318409026302795,0,0.0,19,0,91,91,66,97,62,89,82,1.0,0.0
1095,1096,227.0,590.0,954.0,1.0,-0.43318409026302795,0,0.0,13,1,75,64,100,63,98,71,73,1.0,0.0
1096,1097,433.0,396.0,1918.0,1.0,-0.43318409026302795,3,0.0,18,1,93,79,86,72,89,61,98,1.0,0.0
1097,1098,385.0,122.0,1737.0,0.0,-0.43318409026302795,5,0.0,1,0,86,81,80,85,62,86,69,1.0,0.0
1098,1099,403.0,7.0,1784.0,1.0,-0.43318409026302795,1,0.0,29,1,92,61,96,79,97,89,78,1.0,0.0
1099,1100,137.0,547.0,580.0,1.0,-0.43318409026302795,5,0.0,34,1,90,91,61,72,64,84,72,1.0,0.0
1100,1101,374.0,704.0,1674.0,0.0,-0.43318409026302795,1,0.0,31,0,92,78,96,91,82,98,100,1.0,0.0
1101,1102,102.0,425.0,421.0,1.0,-0.43318409026302795,2,0.0,14,1,90,88,71,96,72,74,80,1.0,0.0
1102,1103,204.0,565.0,836.0,0.0,-0.43318409026302795,6,1.0,32,0,78,92,77,100,61,82,61,0.0,1.0
1103,1104,222.0,352.0,925.0,1.0,-0.43318409026302795,10,0.0,5,1,82,58,58,91,91,55,98,1.0,0.0
1104,1105,349.0,252.0,1548.0,0.0,-0.43318409026302795,5,0.0,33,0,86,62,81,63,75,92,95,1.0,0.0
1105,1106,229.0,693.0,960.0,1.0,-0.43318409026302795,1,0.0,32,1,83,63,93,94,93,90,78,1.0,0.0
1106,1107,315.0,411.0,1405.0,0.0,-0.43318409026302795,0,0.0,11,0,69,85,70,79,68,81,89,1.0,0.0
1107,1108,419.0,237.0,1855.0,1.0,-0.43318409026302795,0,0.0,12,1,83,81,96,96,62,82,77,1.0,0.0
1108,1109,84.0,636.0,336.0,1.0,-0.43318409026302795,2,0.0,24,1,84,63,98,70,92,78,93,1.0,0.0
1109,1110,225.0,204.0,943.0,1.0,-0.43318409026302795,2,1.0,29,1,89,71,77,88,66,80,87,0.0,1.0
1110,1111,132.0,377.0,565.0,0.0,-0.43318409026302795,0,0.0,33,0,77,99,73,83,71,82,80,1.0,0.0
1111,1112,225.0,334.0,944.0,1.0,-0.43318409026302795,0,0.0,13,1,94,88,98,64,99,98,96,1.0,0.0
1112,1113,333.0,548.0,1475.0,0.0,-0.43318409026302795,3,0.0,10,0,93,64,81,74,96,94,98,1.0,0.0
1113,1114,354.0,416.0,1572.0,0.0,-0.43318409026302795,3,0.0,38,0,92,88,90,94,88,92,96,1.0,0.0
1114,1115,113.0,262.0,461.0,1.0,-0.43318409026302795,2,0.0,5,1,73,87,92,99,84,91,71,1.0,0.0
1115,1116,213.0,176.0,898.0,0.0,-0.43318409026302795,3,1.0,35,0,90,87,100,98,91,98,96,0.0,1.0
1116,1117,375.0,507.0,1683.0,0.0,2.3084873670979085,10,0.0,1,0,87,58,85,82,100,87,91,1.0,0.0
1117,1118,142.0,552.0,591.0,1.0,-0.43318409026302795,2,0.0,21,1,88,74,99,72,63,87,79,1.0,0.0
1118,1119,65.0,610.0,270.0,0.0,-0.43318409026302795,6,0.0,5,0,88,99,71,85,82,94,90,1.0,0.0
1119,1120,311.0,632.0,1352.0,0.0,2.3084873670979085,1,1.0,15,0,96,87,64,88,64,92,77,0.0,1.0
1120,1121,365.0,500.0,1644.0,0.0,-0.43318409026302795,3,0.0,28,0,89,96,85,91,100,91,91,1.0,0.0
1121,1122,438.0,308.0,1936.0,0.0,-0.43318409026302795,1,0.0,5,0,58,77,69,83,94,70,97,1.0,0.0
1122,1123,113.0,370.0,465.0,1.0,-0.43318409026302795,2,0.0,35,1,95,98,97,94,88,99,96,1.0,0.0
1123,1124,288.0,140.0,1234.0,0.0,-0.43318409026302795,8,1.0,28,0,76,69,86,72,71,79,63,0.0,1.0
1124,1125,401.0,605.0,1782.0,1.0,-0.43318409026302795,2,0.0,16,1,87,89,91,76,77,97,61,1.0,0.0
1125,1126,24.0,319.0,93.0,1.0,-0.43318409026302795,2,0.0,29,1,60,65,86,66,61,99,89,1.0,0.0
1126,1127,119.0,278.0,500.0,1.0,-0.43318409026302795,10,0.0,3,1,70,61,83,52,81,97,69,1.0,0.0
1127,1128,340.0,631.0,1524.0,1.0,-0.43318409026302795,6,0.0,35,1,90,86,99,94,100,89,85,1.0,0.0
1128,1129,65.0,595.0,269.0,0.0,-0.43318409026302795,2,0.0,29,0,75,96,61,73,60,77,81,1.0,0.0
1129,1130,150.0,336.0,620.0,0.0,-0.43318409026302795,3,1.0,14,0,96,100,96,87,83,81,95,0.0,1.0
1130,1131,303.0,4.0,1290.0,1.0,-0.43318409026302795,2,0.0,11,1,88,98,81,61,62,96,60,1.0,0.0
1131,1132,61.0,458.0,244.0,1.0,-0.43318409026302795,2,1.0,1,1,99,60,87,94,71,93,93,0.0,1.0
1132,1133,278.0,6.0,1189.0,0.0,-0.43318409026302795,4,0.0,14,0,86,99,64,88,84,95,97,1.0,0.0
1133,1134,400.0,7.0,1764.0,0.0,-0.43318409026302795,4,1.0,11,0,96,61,85,87,83,80,79,0.0,1.0
1134,1135,354.0,129.0,1565.0,0.0,-0.43318409026302795,3,0.0,28,0,87,99,70,81,62,90,91,1.0,0.0
1135,1136,24.0,568.0,100.0,1.0,-0.43318409026302795,6,0.0,18,1,89,90,96,97,87,84,63,1.0,0.0
1136,1137,234.0,168.0,997.0,0.0,-0.43318409026302795,1,0.0,31,0,77,98,67,67,80,90,66,1.0,0.0
1137,1138,19.0,369.0,71.0,0.0,2.3084873670979085,6,0.0,2,0,57,71,51,59,84,74,68,1.0,0.0
1138,1139,333.0,161.0,1464.0,0.0,-0.43318409026302795,0,0.0,32,0,88,93,91,92,53,65,88,1.0,0.0
1139,1140,379.0,677.0,1711.0,0.0,-0.43318409026302795,3,0.0,3,0,56,75,78,82,98,99,81,1.0,0.0
1140,1141,268.0,619.0,1159.0,0.0,2.3084873670979085,1,0.0,33,0,94,79,64,79,96,98,93,1.0,0.0
1141,1142,243.0,244.0,1036.0,0.0,-0.43318409026302795,3,0.0,4,0,57,71,76,59,58,84,73,1.0,0.0
1142,1143,81.0,403.0,315.0,0.0,2.3084873670979085,4,0.0,0,0,81,86,68,65,87,78,82,1.0,0.0
1143,1144,410.0,12.0,1820.0,0.0,-0.43318409026302795,2,0.0,10,0,96,83,64,84,98,79,99,1.0,0.0
1144,1145,245.0,516.0,1048.0,0.0,-0.43318409026302795,8,0.0,11,0,97,66,76,80,81,82,64,1.0,0.0
1145,1146,313.0,382.0,1377.0,1.0,-0.43318409026302795,3,0.0,5,1,86,76,92,86,75,67,79,1.0,0.0
1146,1147,62.0,458.0,259.0,1.0,-0.43318409026302795,4,0.0,33,1,94,74,95,82,100,63,97,1.0,0.0
1147,1148,294.0,2.0,1245.0,0.0,-0.43318409026302795,2,1.0,29,0,88,83,94,80,97,95,78,0.0,1.0
1148,1149,369.0,462.0,1653.0,1.0,-0.43318409026302795,3,0.0,26,1,84,74,74,67,72,99,65,1.0,0.0
1149,1150,113.0,614.0,472.0,1.0,-0.43318409026302795,1,0.0,25,1,85,82,88,62,71,71,75,1.0,0.0
1150,1151,55.0,477.0,225.0,1.0,-0.43318409026302795,2,1.0,30,1,78,89,95,71,68,71,69,0.0,1.0
1151,1152,119.0,648.0,520.0,1.0,-0.43318409026302795,2,0.0,13,1,86,66,77,74,84,72,95,1.0,0.0
1152,1153,130.0,440.0,561.0,0.0,-0.43318409026302795,1,0.0,25,0,99,98,80,83,89,68,61,1.0,0.0
1153,1154,210.0,640.0,883.0,0.0,-0.43318409026302795,0,0.0,15,0,67,64,99,84,100,81,78,1.0,0.0
1154,1155,380.0,56.0,1713.0,1.0,-0.43318409026302795,6,0.0,10,1,84,94,60,83,97,75,97,1.0,0.0
1155,1156,80.0,209.0,306.0,0.0,2.3084873670979085,3,1.0,0,0,72,62,96,95,97,71,83,0.0,1.0
1156,1157,316.0,290.0,1412.0,1.0,2.3084873670979085,1,0.0,17,1,74,88,99,92,93,85,81,1.0,0.0
1157,1158,65.0,676.0,271.0,0.0,2.3084873670979085,5,0.0,4,0,74,74,83,52,70,87,95,1.0,0.0
1158,1159,363.0,557.0,1632.0,1.0,-0.43318409026302795,3,0.0,32,1,91,92,64,69,82,94,61,1.0,0.0
1159,1160,204.0,682.0,841.0,0.0,-0.43318409026302795,5,0.0,34,0,77,66,94,77,49,83,64,1.0,0.0
1160,1161,354.0,601.0,1577.0,0.0,-0.43318409026302795,7,0.0,8,0,87,90,91,60,95,67,62,1.0,0.0
1161,1162,210.0,201.0,870.0,0.0,-0.43318409026302795,1,1.0,3,0,60,70,61,63,61,71,73,0.0,1.0
1162,1163,207.0,435.0,855.0,1.0,-0.43318409026302795,1,1.0,3,1,92,84,86,80,73,97,88,0.0,1.0
1163,1164,25.0,240.0,107.0,0.0,2.3084873670979085,9,0.0,4,0,71,89,63,50,63,64,69,1.0,0.0
1164,1165,354.0,554.0,1576.0,0.0,-0.43318409026302795,1,0.0,2,0,62,100,91,75,99,76,78,1.0,0.0
1165,1166,160.0,378.0,660.0,1.0,-0.43318409026302795,0,0.0,0,1,100,85,81,91,75,64,83,1.0,0.0
1166,1167,419.0,290.0,1857.0,1.0,-0.43318409026302795,5,1.0,3,1,94,65,100,77,66,96,68,0.0,1.0
1167,1168,106.0,429.0,436.0,0.0,-0.43318409026302795,4,0.0,4,0,98,80,66,94,86,72,86,1.0,0.0
1168,1169,331.0,656.0,1460.0,1.0,-0.43318409026302795,3,0.0,21,1,94,81,88,81,71,92,73,1.0,0.0
1169,1170,37.0,81.0,170.0,1.0,-0.43318409026302795,3,0.0,4,1,92,69,93,67,79,84,69,1.0,0.0
1170,1171,102.0,433.0,422.0,1.0,-0.43318409026302795,5,1.0,1,1,50,87,93,84,86,73,74,0.0,1.0
1171,1172,25.0,255.0,108.0,0.0,-0.43318409026302795,7,0.0,49,0,99,98,94,96,95,88,92,1.0,0.0
1172,1173,423.0,10.0,1887.0,0.0,-0.43318409026302795,3,0.0,12,0,70,68,89,60,79,85,66,1.0,0.0
1173,1174,354.0,346.0,1569.0,0.0,-0.43318409026302795,6,0.0,9,0,92,93,86,61,78,80,62,1.0,0.0
1174,1175,416.0,169.0,1844.0,1.0,2.3084873670979085,1,0.0,20,1,82,70,86,66,97,93,91,1.0,0.0
1175,1176,435.0,395.0,1926.0,1.0,-0.43318409026302795,7,1.0,16,1,83,73,82,62,92,68,76,0.0,1.0
1176,1177,129.0,278.0,557.0,1.0,-0.43318409026302795,1,0.0,13,1,84,85,64,74,79,92,64,1.0,0.0
1177,1178,298.0,616.0,1271.0,1.0,-0.43318409026302795,0,0.0,30,1,60,71,91,83,93,88,97,1.0,0.0
1178,1179,380.0,630.0,1718.0,1.0,-0.43318409026302795,3,0.0,7,1,67,60,99,60,82,81,63,1.0,0.0
1179,1180,311.0,170.0,1334.0,0.0,-0.43318409026302795,3,0.0,38,0,96,92,93,91,88,90,88,1.0,0.0
1180,1181,333.0,461.0,1472.0,0.0,-0.43318409026302795,4,0.0,7,0,97,63,61,77,74,94,61,1.0,0.0
1181,1182,60.0,91.0,241.0,1.0,-0.43318409026302795,1,0.0,8,1,89,62,79,60,93,77,73,1.0,0.0
1182,1183,440.0,78.0,1940.0,1.0,-0.43318409026302795,0,0.0,8,1,68,95,62,65,70,65,64,1.0,0.0
1183,1184,253.0,640.0,1084.0,1.0,-0.43318409026302795,9,1.0,11,1,82,85,94,75,97,98,76,0.0,1.0
1184,1185,278.0,23.0,1190.0,0.0,-0.43318409026302795,3,1.0,30,0,85,78,99,81,60,83,75,0.0,1.0
1185,1186,326.0,215.0,1430.0,0.0,-0.43318409026302795,3,1.0,11,0,86,66,84,86,74,91,66,0.0,1.0
1186,1187,163.0,689.0,664.0,1.0,-0.43318409026302795,2,0.0,35,1,87,86,89,94,93,91,88,1.0,0.0
1187,1188,22.0,32.0,82.0,0.0,-0.43318409026302795,7,0.0,4,0,98,81,58,78,91,74,75,1.0,0.0
1188,1189,210.0,686.0,885.0,0.0,-0.43318409026302795,9,1.0,6,0,91,94,75,86,84,67,97,0.0,1.0
1189,1190,182.0,154.0,713.0,1.0,-0.43318409026302795,1,0.0,33,1,100,90,89,91,86,75,72,1.0,0.0
1190,1191,315.0,422.0,1406.0,0.0,-0.43318409026302795,1,0.0,1,0,50,60,70,75,100,62,100,1.0,0.0
1191,1192,2.0,656.0,13.0,1.0,-0.43318409026302795,3,0.0,11,1,75,92,70,62,87,87,98,1.0,0.0
1192,1193,250.0,275.0,1063.0,0.0,-0.43318409026302795,7,0.0,21,0,86,62,81,63,92,75,79,1.0,0.0
1193,1194,34.0,129.0,144.0,1.0,-0.43318409026302795,3,0.0,24,1,80,66,67,72,78,99,67,1.0,0.0
1194,1195,350.0,697.0,1557.0,1.0,-0.43318409026302795,7,0.0,4,1,56,66,92,74,79,80,68,1.0,0.0
1195,1196,373.0,626.0,1669.0,1.0,-0.43318409026302795,1,0.0,1,1,91,72,85,78,92,82,85,1.0,0.0
1196,1197,360.0,230.0,1605.0,1.0,-0.43318409026302795,1,1.0,12,1,94,65,90,79,97,76,75,0.0,1.0
1197,1198,160.0,575.0,661.0,1.0,-0.43318409026302795,7,0.0,28,1,81,82,99,86,88,60,89,1.0,0.0
1198,1199,5.0,413.0,17.0,1.0,-0.43318409026302795,2,0.0,20,1,94,82,91,94,100,99,69,1.0,0.0
1199,1200,269.0,246.0,1167.0,0.0,-0.43318409026302795,3,0.0,35,0,99,89,93,87,86,90,96,1.0,0.0
1200,1201,243.0,631.0,1041.0,0.0,-0.43318409026302795,0,0.0,33,0,88,83,62,88,100,83,84,1.0,0.0
1201,1202,38.0,700.0,181.0,0.0,-0.43318409026302795,6,0.0,4,0,79,74,68,82,65,73,89,1.0,0.0
1202,1203,84.0,526.0,332.0,1.0,2.3084873670979085,4,0.0,1,1,49,85,70,90,79,71,67,1.0,0.0
1203,1204,67.0,89.0,273.0,0.0,-0.43318409026302795,5,0.0,7,0,97,99,67,87,66,68,67,1.0,0.0
1204,1205,368.0,361.0,1651.0,1.0,-0.43318409026302795,3,0.0,27,1,96,70,82,71,99,90,65,1.0,0.0
1205,1206,150.0,12.0,618.0,0.0,-0.43318409026302795,2,0.0,34,0,89,71,75,65,74,93,90,1.0,0.0
1206,1207,326.0,192.0,1429.0,0.0,2.3084873670979085,2,0.0,17,0,94,90,77,65,83,79,96,1.0,0.0
1207,1208,381.0,191.0,1720.0,1.0,-0.43318409026302795,1,0.0,18,1,62,73,95,68,61,60,68,1.0,0.0
1208,1209,181.0,166.0,705.0,0.0,-0.43318409026302795,2,1.0,9,0,68,94,92,77,79,88,74,0.0,1.0
1209,1210,256.0,23.0,1100.0,0.0,-0.43318409026302795,2,0.0,3,0,58,66,99,98,69,65,78,1.0,0.0
1210,1211,430.0,230.0,1908.0,0.0,-0.43318409026302795,5,0.0,28,0,92,77,75,84,74,82,78,1.0,0.0
1211,1212,58.0,535.0,238.0,0.0,-0.43318409026302795,5,0.0,28,0,90,78,86,83,98,71,84,1.0,0.0
1212,1213,379.0,80.0,1700.0,0.0,-0.43318409026302795,2,0.0,26,0,84,67,89,96,88,60,88,1.0,0.0
1213,1214,204.0,44.0,812.0,0.0,2.3084873670979085,10,1.0,4,0,81,85,50,53,55,91,78,0.0,1.0
1214,1215,16.0,63.0,47.0,0.0,-0.43318409026302795,3,0.0,15,0,87,89,94,82,81,98,88,1.0,0.0
1215,1216,210.0,601.0,880.0,0.0,-0.43318409026302795,3,0.0,33,0,88,75,83,74,76,72,61,1.0,0.0
1216,1217,76.0,462.0,298.0,0.0,-0.43318409026302795,3,1.0,31,0,76,83,100,96,65,98,97,0.0,1.0
1217,1218,170.0,217.0,676.0,1.0,-0.43318409026302795,5,1.0,7,1,60,66,65,90,61,96,74,0.0,1.0
1218,1219,315.0,174.0,1400.0,0.0,-0.43318409026302795,1,0.0,26,0,85,64,98,68,70,63,77,1.0,0.0
1219,1220,275.0,237.0,1181.0,0.0,-0.43318409026302795,9,0.0,3,0,73,88,57,93,85,85,77,1.0,0.0
1220,1221,266.0,82.0,1142.0,1.0,-0.43318409026302795,5,0.0,31,1,99,81,80,89,75,83,93,1.0,0.0
1221,1222,84.0,458.0,329.0,1.0,-0.43318409026302795,4,0.0,1,1,95,57,77,81,83,57,70,1.0,0.0
1222,1223,303.0,69.0,1293.0,1.0,-0.43318409026302795,4,1.0,30,1,92,90,92,78,59,68,96,0.0,1.0
1223,1224,368.0,76.0,1649.0,1.0,-0.43318409026302795,2,1.0,28,1,100,94,76,60,95,90,66,0.0,1.0
