id,name,height,weight,base_experience,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities
625,bisharp,16,700,172,dark,steel,65,125,100,60,70,70,"defiant, inner-focus, pressure"
626,bouffalant,16,946,172,normal,,95,110,95,40,95,55,"reckless, sap-sipper, soundproof"
627,rufflet,5,105,70,normal,flying,70,83,50,37,50,60,"keen-eye, sheer-force, hustle"
628,braviary,15,410,179,normal,flying,100,123,75,57,75,80,"keen-eye, sheer-force, defiant"
629,vullaby,5,90,74,dark,flying,70,55,75,45,65,60,"big-pecks, overcoat, weak-armor"
630,mandibuzz,12,395,179,dark,flying,110,65,105,55,95,80,"big-pecks, overcoat, weak-armor"
631,heatmor,14,580,169,fire,,85,97,66,105,66,65,"gluttony, flash-fire, white-smoke"
632,durant,3,330,169,bug,steel,58,109,112,48,48,109,"swarm, hustle, truant"
633,deino,8,173,60,dark,dragon,52,65,50,45,50,38,hustle
634,zweilous,14,500,147,dark,dragon,72,85,70,65,70,58,hustle
635,hydreigon,18,1600,270,dark,dragon,92,105,90,125,90,98,levitate
636,larvesta,11,288,72,bug,fire,55,85,55,50,55,60,"flame-body, swarm"
637,volcarona,16,460,248,bug,fire,85,60,65,135,105,100,"flame-body, swarm"
638,cobalion,21,2500,261,steel,fighting,91,90,129,90,72,108,justified
639,terrakion,19,2600,261,rock,fighting,91,129,90,72,90,108,justified
640,virizion,20,2000,261,grass,fighting,91,90,72,90,129,108,justified
641,tornadus-incarnate,15,630,261,flying,,79,115,70,125,80,111,"prankster, defiant"
642,thundurus-incarnate,15,610,261,electric,flying,79,115,70,125,80,111,"prankster, defiant"
643,reshiram,32,3300,306,dragon,fire,100,120,100,150,120,90,turboblaze
644,zekrom,29,3450,306,dragon,electric,100,150,120,120,100,90,teravolt
645,landorus-incarnate,15,680,270,ground,flying,89,125,90,115,80,101,"sand-force, sheer-force"
646,kyurem,30,3250,297,dragon,ice,125,130,90,130,90,95,pressure
647,keldeo-ordinary,14,485,261,water,fighting,91,72,90,129,90,108,justified
648,meloetta-aria,6,65,270,normal,psychic,100,77,77,128,128,90,serene-grace
649,genesect,15,825,270,bug,steel,71,120,95,120,95,99,download
650,chespin,4,90,63,grass,,56,61,65,48,45,38,"overgrow, bulletproof"
651,quilladin,7,290,142,grass,,61,78,95,56,58,57,"overgrow, bulletproof"
652,chesnaught,16,900,239,grass,fighting,88,107,122,74,75,64,"overgrow, bulletproof"
653,fennekin,4,94,61,fire,,40,45,40,62,60,60,"blaze, magician"
654,braixen,10,145,143,fire,,59,59,58,90,70,73,"blaze, magician"
655,delphox,15,390,240,fire,psychic,75,69,72,114,100,104,"blaze, magician"
656,froakie,3,70,63,water,,41,56,40,62,44,71,"torrent, protean"
657,frogadier,6,109,142,water,,54,63,52,83,56,97,"torrent, protean"
658,greninja,15,400,239,water,dark,72,95,67,103,71,122,"torrent, protean"
659,bunnelby,4,50,47,normal,,38,36,38,32,36,57,"pickup, cheek-pouch, huge-power"
660,diggersby,10,424,148,normal,ground,85,56,77,50,77,78,"pickup, cheek-pouch, huge-power"
661,fletchling,3,17,56,normal,flying,45,50,43,40,38,62,"big-pecks, gale-wings"
662,fletchinder,7,160,134,fire,flying,62,73,55,56,52,84,"flame-body, gale-wings"
663,talonflame,12,245,175,fire,flying,78,81,71,74,69,126,"flame-body, gale-wings"
664,scatterbug,3,25,40,bug,,38,35,40,27,25,35,"shield-dust, compound-eyes, friend-guard"
665,spewpa,3,84,75,bug,,45,22,60,27,30,29,"shed-skin, friend-guard"
666,vivillon,12,170,185,bug,flying,80,52,50,90,50,89,"shield-dust, compound-eyes, friend-guard"
667,litleo,6,135,74,fire,normal,62,50,58,73,54,72,"rivalry, unnerve, moxie"
668,pyroar-male,15,815,177,fire,normal,86,68,72,109,66,106,"rivalry, unnerve, moxie"
669,flabebe,1,1,61,fairy,,44,38,39,61,79,42,"flower-veil, symbiosis"
670,floette,2,9,130,fairy,,54,45,47,75,98,52,"flower-veil, symbiosis"
671,florges,11,100,248,fairy,,78,65,68,112,154,75,"flower-veil, symbiosis"
672,skiddo,9,310,70,grass,,66,65,48,62,57,52,"sap-sipper, grass-pelt"
673,gogoat,17,910,186,grass,,123,100,62,97,81,68,"sap-sipper, grass-pelt"
674,pancham,6,80,70,fighting,,67,82,62,46,48,43,"iron-fist, mold-breaker, scrappy"
675,pangoro,21,1360,173,fighting,dark,95,124,78,69,71,58,"iron-fist, mold-breaker, scrappy"
676,furfrou,12,280,165,normal,,75,80,60,65,90,102,fur-coat
677,espurr,3,35,71,psychic,,62,48,54,63,60,68,"keen-eye, infiltrator, own-tempo"
678,meowstic-male,6,85,163,psychic,,74,48,76,83,81,104,"keen-eye, infiltrator, prankster"
679,honedge,8,20,65,steel,ghost,45,80,100,35,37,28,no-guard
680,doublade,8,45,157,steel,ghost,59,110,150,45,49,35,no-guard
681,aegislash-shield,17,530,234,steel,ghost,60,50,140,50,140,60,stance-change
682,spritzee,2,5,68,fairy,,78,52,60,63,65,23,"healer, aroma-veil"
683,aromatisse,8,155,162,fairy,,101,72,72,99,89,29,"healer, aroma-veil"
684,swirlix,4,35,68,fairy,,62,48,66,59,57,49,"sweet-veil, unburden"
685,slurpuff,8,50,168,fairy,,82,80,86,85,75,72,"sweet-veil, unburden"
686,inkay,4,35,58,dark,psychic,53,54,53,37,46,45,"contrary, suction-cups, infiltrator"
687,malamar,15,470,169,dark,psychic,86,92,88,68,75,73,"contrary, suction-cups, infiltrator"
688,binacle,5,310,61,rock,water,42,52,67,39,56,50,"tough-claws, sniper, pickpocket"
689,barbaracle,13,960,175,rock,water,72,105,115,54,86,68,"tough-claws, sniper, pickpocket"
690,skrelp,5,73,64,poison,water,50,60,60,60,60,30,"poison-point, poison-touch, adaptability"
691,dragalge,18,815,173,poison,dragon,65,75,90,97,123,44,"poison-point, poison-touch, adaptability"
692,clauncher,5,83,66,water,,50,53,62,58,63,44,mega-launcher
693,clawitzer,13,353,100,water,,71,73,88,120,89,59,mega-launcher
694,helioptile,5,60,58,electric,normal,44,38,33,61,43,70,"dry-skin, sand-veil, solar-power"
695,heliolisk,10,210,168,electric,normal,62,55,52,109,94,109,"dry-skin, sand-veil, solar-power"
696,tyrunt,8,260,72,rock,dragon,58,89,77,45,45,48,"strong-jaw, sturdy"
697,tyrantrum,25,2700,182,rock,dragon,82,121,119,69,59,71,"strong-jaw, rock-head"
698,amaura,13,252,72,rock,ice,77,59,50,67,63,46,"refrigerate, snow-warning"
699,aurorus,27,2250,104,rock,ice,123,77,72,99,92,58,"refrigerate, snow-warning"
700,sylveon,10,235,184,fairy,,95,65,65,110,130,60,"cute-charm, pixilate"
701,hawlucha,8,215,175,fighting,flying,78,92,75,74,63,118,"limber, unburden, mold-breaker"
702,dedenne,2,22,151,electric,fairy,67,58,57,81,67,101,"cheek-pouch, pickup, plus"
703,carbink,3,57,100,rock,fairy,50,50,150,50,150,50,"clear-body, sturdy"
704,goomy,3,28,60,dragon,,45,50,35,55,75,40,"sap-sipper, hydration, gooey"
705,sliggoo,8,175,158,dragon,,68,75,53,83,113,60,"sap-sipper, hydration, gooey"
706,goodra,20,1505,270,dragon,,90,100,70,110,150,80,"sap-sipper, hydration, gooey"
707,klefki,2,30,165,steel,fairy,57,80,91,80,87,75,"prankster, magician"
708,phantump,4,70,62,ghost,grass,43,70,48,50,60,38,"natural-cure, frisk, harvest"
709,trevenant,15,710,166,ghost,grass,85,110,76,65,82,56,"natural-cure, frisk, harvest"
710,pumpkaboo-average,4,50,67,ghost,grass,49,66,70,44,55,51,"pickup, frisk, insomnia"
711,gourgeist-average,9,125,173,ghost,grass,65,90,122,58,75,84,"pickup, frisk, insomnia"
712,bergmite,10,995,61,ice,,55,69,85,32,35,28,"own-tempo, ice-body, sturdy"
713,avalugg,20,5050,180,ice,,95,117,184,44,46,28,"own-tempo, ice-body, sturdy"
714,noibat,5,80,49,flying,dragon,40,30,35,45,40,55,"frisk, infiltrator, telepathy"
715,noivern,15,850,187,flying,dragon,85,70,80,97,80,123,"frisk, infiltrator, telepathy"
716,xerneas,30,2150,306,fairy,,126,131,95,131,98,99,fairy-aura
717,yveltal,58,2030,306,dark,flying,126,131,95,131,98,99,dark-aura
718,zygarde-50,50,3050,270,dragon,ground,108,100,121,81,95,95,aura-break
719,diancie,7,88,270,rock,fairy,50,100,150,100,150,50,clear-body
720,hoopa,5,90,270,psychic,ghost,80,110,60,150,130,70,magician
721,volcanion,17,1950,270,fire,water,80,110,120,130,90,70,water-absorb
722,rowlet,3,15,64,grass,flying,68,55,55,50,50,42,"overgrow, long-reach"
723,dartrix,7,160,147,grass,flying,78,75,75,70,70,52,"overgrow, long-reach"
724,decidueye,16,366,239,grass,ghost,78,107,75,100,100,70,"overgrow, long-reach"
725,litten,4,43,64,fire,,45,65,40,60,40,70,"blaze, intimidate"
726,torracat,7,250,147,fire,,65,85,50,80,50,90,"blaze, intimidate"
727,incineroar,18,830,239,fire,dark,95,115,90,80,90,60,"blaze, intimidate"
728,popplio,4,75,64,water,,50,54,54,66,56,40,"torrent, liquid-voice"
729,brionne,6,175,147,water,,60,69,69,91,81,50,"torrent, liquid-voice"
730,primarina,18,440,239,water,fairy,80,74,74,126,116,60,"torrent, liquid-voice"
731,pikipek,3,12,53,normal,flying,35,75,30,30,30,65,"keen-eye, skill-link, pickup"
732,trumbeak,6,148,124,normal,flying,55,85,50,40,50,75,"keen-eye, skill-link, pickup"
733,toucannon,11,260,218,normal,flying,80,120,75,75,75,60,"keen-eye, skill-link, sheer-force"
734,yungoos,4,60,51,normal,,48,70,30,30,30,45,"stakeout, strong-jaw, adaptability"
735,gumshoos,7,142,146,normal,,88,110,60,55,60,45,"stakeout, strong-jaw, adaptability"
736,grubbin,4,44,60,bug,,47,62,45,55,45,46,swarm
737,charjabug,5,105,140,bug,electric,57,82,95,55,75,36,battery
738,vikavolt,15,450,225,bug,electric,77,70,90,145,75,43,levitate
739,crabrawler,6,70,68,fighting,,47,82,57,42,47,63,"hyper-cutter, iron-fist, anger-point"
740,crabominable,17,1800,167,fighting,ice,97,132,77,62,67,43,"hyper-cutter, iron-fist, anger-point"
741,oricorio-baile,6,34,167,fire,flying,75,70,70,98,70,93,dancer
742,cutiefly,1,2,61,bug,fairy,40,45,40,55,40,84,"honey-gather, shield-dust, sweet-veil"
743,ribombee,2,5,162,bug,fairy,60,55,60,95,70,124,"honey-gather, shield-dust, sweet-veil"
744,rockruff,5,92,56,rock,,45,65,40,30,40,60,"keen-eye, vital-spirit, steadfast"
745,lycanroc-midday,8,250,170,rock,,75,115,65,55,65,112,"keen-eye, sand-rush, steadfast"
746,wishiwashi-solo,2,3,61,water,,45,20,20,25,25,40,schooling
747,mareanie,4,80,61,poison,water,50,53,62,43,52,45,"merciless, limber, regenerator"
748,toxapex,7,145,173,poison,water,50,63,152,53,142,35,"merciless, limber, regenerator"
749,mudbray,10,1100,77,ground,,70,100,70,45,55,45,"own-tempo, stamina, inner-focus"
750,mudsdale,25,9200,175,ground,,100,125,100,55,85,35,"own-tempo, stamina, inner-focus"
751,dewpider,3,40,54,water,bug,38,40,52,40,72,27,"water-bubble, water-absorb"
752,araquanid,18,820,159,water,bug,68,70,92,50,132,42,"water-bubble, water-absorb"
753,fomantis,3,15,50,grass,,40,55,35,50,35,35,"leaf-guard, contrary"
754,lurantis,9,185,168,grass,,70,105,90,80,90,45,"leaf-guard, contrary"
755,morelull,2,15,57,grass,fairy,40,35,55,65,75,15,"illuminate, effect-spore, rain-dish"
756,shiinotic,10,115,142,grass,fairy,60,45,80,90,100,30,"illuminate, effect-spore, rain-dish"
757,salandit,6,48,64,poison,fire,48,44,40,71,40,77,"corrosion, oblivious"
758,salazzle,12,222,168,poison,fire,68,64,60,111,60,117,"corrosion, oblivious"
759,stufful,5,68,68,normal,fighting,70,75,50,45,50,50,"fluffy, klutz, cute-charm"
760,bewear,21,1350,175,normal,fighting,120,125,80,55,60,60,"fluffy, klutz, unnerve"
761,bounsweet,3,32,42,grass,,42,30,38,30,38,32,"leaf-guard, oblivious, sweet-veil"
762,steenee,7,82,102,grass,,52,40,48,40,48,62,"leaf-guard, oblivious, sweet-veil"
763,tsareena,12,214,230,grass,,72,120,98,50,98,72,"leaf-guard, queenly-majesty, sweet-veil"
764,comfey,1,3,170,fairy,,51,52,90,82,110,100,"flower-veil, triage, natural-cure"
765,oranguru,15,760,172,normal,psychic,90,60,80,90,110,60,"inner-focus, telepathy, symbiosis"
766,passimian,20,828,172,fighting,,100,120,90,40,60,80,"receiver, defiant"
767,wimpod,5,120,46,bug,water,25,35,40,20,30,80,wimp-out
768,golisopod,20,1080,186,bug,water,75,125,140,60,90,40,emergency-exit
769,sandygast,5,700,64,ghost,ground,55,55,80,70,45,15,"water-compaction, sand-veil"
770,palossand,13,2500,168,ghost,ground,85,75,110,100,75,35,"water-compaction, sand-veil"
771,pyukumuku,3,12,144,water,,55,60,130,30,130,5,"innards-out, unaware"
772,type-null,19,1205,107,normal,,95,95,95,95,95,59,battle-armor
773,silvally,23,1005,257,normal,,95,95,95,95,95,95,rks-system
774,minior-red-meteor,3,400,154,rock,flying,60,60,100,60,100,60,shields-down
775,komala,4,199,168,normal,,65,115,65,75,95,65,comatose
776,turtonator,20,2120,170,fire,dragon,60,78,135,91,85,36,shell-armor
777,togedemaru,3,33,152,electric,steel,65,98,63,40,73,96,"iron-barbs, lightning-rod, sturdy"
778,mimikyu-disguised,2,7,167,ghost,fairy,55,90,80,50,105,96,disguise
779,bruxish,9,190,166,water,psychic,68,105,70,70,70,92,"dazzling, strong-jaw, wonder-skin"
780,drampa,30,1850,170,normal,dragon,78,60,85,135,91,36,"berserk, sap-sipper, cloud-nine"
781,dhelmise,39,2100,181,ghost,grass,70,131,100,86,90,40,steelworker
782,jangmo-o,6,297,60,dragon,,45,55,65,45,45,45,"bulletproof, soundproof, overcoat"
783,hakamo-o,12,470,147,dragon,fighting,55,75,90,65,70,65,"bulletproof, soundproof, overcoat"
784,kommo-o,16,782,270,dragon,fighting,75,110,125,100,105,85,"bulletproof, soundproof, overcoat"
785,tapu-koko,18,205,257,electric,fairy,70,115,85,95,75,130,"electric-surge, telepathy"
786,tapu-lele,12,186,257,psychic,fairy,70,85,75,130,115,95,"psychic-surge, telepathy"
787,tapu-bulu,19,455,257,grass,fairy,70,130,115,85,95,75,"grassy-surge, telepathy"
788,tapu-fini,13,212,257,water,fairy,70,75,115,95,130,85,"misty-surge, telepathy"
789,cosmog,2,1,40,psychic,,43,29,31,29,31,37,unaware
790,cosmoem,1,9999,140,psychic,,43,29,131,29,131,37,sturdy
791,solgaleo,34,2300,306,psychic,steel,137,137,107,113,89,97,full-metal-body
792,lunala,40,1200,306,psychic,ghost,137,113,89,137,107,97,shadow-shield
793,nihilego,12,555,257,rock,poison,109,53,47,127,131,103,beast-boost
794,buzzwole,24,3336,257,bug,fighting,107,139,139,53,53,79,beast-boost
795,pheromosa,18,250,257,bug,fighting,71,137,37,137,37,151,beast-boost
796,xurkitree,38,1000,257,electric,,83,89,71,173,71,83,beast-boost
797,celesteela,92,9999,257,steel,flying,97,101,103,107,101,61,beast-boost
798,kartana,3,1,257,grass,steel,59,181,131,59,31,109,beast-boost
799,guzzlord,55,8880,257,dark,dragon,223,101,53,97,53,43,beast-boost
800,necrozma,24,2300,270,psychic,,97,107,101,127,89,79,prism-armor
801,magearna,10,805,270,steel,fairy,80,95,115,130,115,65,soul-heart
802,marshadow,7,222,270,fighting,ghost,90,125,80,90,90,125,technician
803,poipole,6,18,189,poison,,67,73,67,73,67,73,beast-boost
804,naganadel,36,1500,243,poison,dragon,73,73,73,127,73,121,beast-boost
805,stakataka,55,8200,257,rock,steel,61,131,211,53,101,13,beast-boost
806,blacephalon,18,130,257,fire,ghost,53,127,53,151,79,107,beast-boost
807,zeraora,15,445,270,electric,,88,112,75,102,80,143,volt-absorb
808,meltan,2,80,135,steel,,46,65,65,55,35,34,magnet-pull
809,melmetal,25,8000,270,steel,,135,143,143,80,65,34,iron-fist
810,grookey,3,50,62,grass,,50,65,50,40,40,65,"overgrow, grassy-surge"
811,thwackey,7,140,147,grass,,70,85,70,55,60,80,"overgrow, grassy-surge"
812,rillaboom,21,900,265,grass,,100,125,90,60,70,85,"overgrow, grassy-surge"
813,scorbunny,3,45,62,fire,,50,71,40,40,40,69,"blaze, libero"
814,raboot,6,90,147,fire,,65,86,60,55,60,94,"blaze, libero"
815,cinderace,14,330,265,fire,,80,116,75,65,75,119,"blaze, libero"
816,sobble,3,40,62,water,,50,40,40,70,40,70,"torrent, sniper"
817,drizzile,7,115,147,water,,65,60,55,95,55,90,"torrent, sniper"
818,inteleon,19,452,265,water,,70,85,65,125,65,120,"torrent, sniper"
819,skwovet,3,25,55,normal,,70,55,55,35,35,25,"cheek-pouch, gluttony"
820,greedent,6,60,161,normal,,120,95,95,55,75,20,"cheek-pouch, gluttony"
821,rookidee,2,18,49,flying,,38,47,35,33,35,57,"keen-eye, unnerve, big-pecks"
822,corvisquire,8,160,128,flying,,68,67,55,43,55,77,"keen-eye, unnerve, big-pecks"
823,corviknight,22,750,248,flying,steel,98,87,105,53,85,67,"pressure, unnerve, mirror-armor"
824,blipbug,4,80,36,bug,,25,20,20,25,45,45,"swarm, compound-eyes, telepathy"
825,dottler,4,195,117,bug,psychic,50,35,80,50,90,30,"swarm, compound-eyes, telepathy"
826,orbeetle,4,408,253,bug,psychic,60,45,110,80,120,90,"swarm, frisk, telepathy"
827,nickit,6,89,49,dark,,40,28,28,47,52,50,"run-away, unburden, stakeout"
828,thievul,12,199,159,dark,,70,58,58,87,92,90,"run-away, unburden, stakeout"
829,gossifleur,4,22,50,grass,,40,40,60,40,60,10,"cotton-down, regenerator, effect-spore"
830,eldegoss,5,25,161,grass,,60,50,90,80,120,60,"cotton-down, regenerator, effect-spore"
831,wooloo,6,60,122,normal,,42,40,55,40,45,48,"fluffy, run-away, bulletproof"
832,dubwool,13,430,172,normal,,72,80,100,60,90,88,"fluffy, steadfast, bulletproof"
833,chewtle,3,85,57,water,,50,64,50,38,38,44,"strong-jaw, shell-armor, swift-swim"
834,drednaw,10,1155,170,water,rock,90,115,90,48,68,74,"strong-jaw, shell-armor, swift-swim"
835,yamper,3,135,54,electric,,59,45,50,40,50,26,"ball-fetch, rattled"
836,boltund,10,340,172,electric,,69,90,60,90,60,121,"strong-jaw, competitive"
837,rolycoly,3,120,48,rock,,30,40,50,40,50,30,"steam-engine, heatproof, flash-fire"
838,carkol,11,780,144,rock,fire,80,60,90,60,70,50,"steam-engine, flame-body, flash-fire"
839,coalossal,28,3105,255,rock,fire,110,80,120,80,90,30,"steam-engine, flame-body, flash-fire"
840,applin,2,5,52,grass,dragon,40,40,80,40,40,20,"ripen, gluttony, bulletproof"
841,flapple,3,10,170,grass,dragon,70,110,80,95,60,70,"ripen, gluttony, hustle"
842,appletun,4,130,170,grass,dragon,110,85,80,100,80,30,"ripen, gluttony, thick-fat"
843,silicobra,22,76,63,ground,,52,57,75,35,50,46,"sand-spit, shed-skin, sand-veil"
844,sandaconda,38,655,179,ground,,72,107,125,65,70,71,"sand-spit, shed-skin, sand-veil"
845,cramorant,8,180,166,flying,water,70,85,55,85,95,85,gulp-missile
846,arrokuda,5,10,56,water,,41,63,40,40,30,66,"swift-swim, propeller-tail"
847,barraskewda,13,300,172,water,,61,123,60,60,50,136,"swift-swim, propeller-tail"
848,toxel,4,110,48,electric,poison,40,38,35,54,35,40,"rattled, static, klutz"
849,toxtricity-amped,16,400,176,electric,poison,75,98,70,114,70,75,"punk-rock, plus, technician"
850,sizzlipede,7,10,61,fire,bug,50,65,45,50,50,45,"flash-fire, white-smoke, flame-body"
851,centiskorch,30,1200,184,fire,bug,100,115,65,90,90,65,"flash-fire, white-smoke, flame-body"
852,clobbopus,6,40,62,fighting,,50,68,60,50,50,32,"limber, technician"
853,grapploct,16,390,168,fighting,,80,118,90,70,80,42,"limber, technician"
854,sinistea,1,2,62,ghost,,40,45,45,74,54,50,"weak-armor, cursed-body"
855,polteageist,2,4,178,ghost,,60,65,65,134,114,70,"weak-armor, cursed-body"
856,hatenna,4,34,53,psychic,,42,30,45,56,53,39,"healer, anticipation, magic-bounce"
857,hattrem,6,48,130,psychic,,57,40,65,86,73,49,"healer, anticipation, magic-bounce"
858,hatterene,21,51,255,psychic,fairy,57,90,95,136,103,29,"healer, anticipation, magic-bounce"
859,impidimp,4,55,53,dark,fairy,45,45,30,55,40,50,"prankster, frisk, pickpocket"
860,morgrem,8,125,130,dark,fairy,65,60,45,75,55,70,"prankster, frisk, pickpocket"
861,grimmsnarl,15,610,255,dark,fairy,95,120,65,95,75,60,"prankster, frisk, pickpocket"
862,obstagoon,16,460,260,dark,normal,93,90,101,60,81,95,"reckless, guts, defiant"
863,perrserker,8,280,154,steel,,70,110,100,50,60,50,"battle-armor, tough-claws, steely-spirit"
864,cursola,10,4,179,ghost,,60,95,50,145,130,30,"weak-armor, perish-body"
865,sirfetchd,8,1170,177,fighting,,62,135,95,68,82,65,"steadfast, scrappy"
866,mr-rime,15,582,182,ice,psychic,80,85,75,110,100,70,"tangled-feet, screen-cleaner, ice-body"
867,runerigus,16,666,169,ground,ghost,58,95,145,50,105,30,wandering-spirit
868,milcery,2,3,54,fairy,,45,40,40,50,61,34,"sweet-veil, aroma-veil"
869,alcremie,3,5,173,fairy,,65,60,75,110,121,64,"sweet-veil, aroma-veil"
870,falinks,30,620,165,fighting,,65,100,100,70,60,75,"battle-armor, defiant"
871,pincurchin,3,10,152,electric,,48,101,95,91,85,15,"lightning-rod, electric-surge"
872,snom,3,38,37,ice,bug,30,25,35,45,30,20,"shield-dust, ice-scales"
873,frosmoth,13,420,166,ice,bug,70,65,60,125,90,65,"shield-dust, ice-scales"
874,stonjourner,25,5200,165,rock,,100,125,135,20,20,70,power-spot
875,eiscue-ice,14,890,165,ice,,75,80,110,65,90,50,ice-face
876,indeedee-male,9,280,166,psychic,normal,60,65,55,105,95,95,"inner-focus, synchronize, psychic-surge"
877,morpeko-full-belly,3,30,153,electric,dark,58,95,58,70,58,97,hunger-switch
878,cufant,12,1000,66,steel,,72,80,49,40,49,40,"sheer-force, heavy-metal"
879,copperajah,30,6500,175,steel,,122,130,69,80,69,30,"sheer-force, heavy-metal"
880,dracozolt,18,1900,177,electric,dragon,90,100,90,80,70,75,"volt-absorb, hustle, sand-rush"
881,arctozolt,23,1500,177,electric,ice,90,100,90,90,80,55,"volt-absorb, static, slush-rush"
882,dracovish,23,2150,177,water,dragon,90,90,100,70,80,75,"water-absorb, strong-jaw, sand-rush"
883,arctovish,20,1750,177,water,ice,90,90,100,80,90,55,"water-absorb, ice-body, slush-rush"
884,duraludon,18,400,187,steel,dragon,70,95,115,120,50,85,"light-metal, heavy-metal, stalwart"
885,dreepy,5,20,54,dragon,ghost,28,60,30,40,30,82,"clear-body, infiltrator, cursed-body"
886,drakloak,14,110,144,dragon,ghost,68,80,50,60,50,102,"clear-body, infiltrator, cursed-body"
887,dragapult,30,500,300,dragon,ghost,88,120,75,100,75,142,"clear-body, infiltrator, cursed-body"
888,zacian,28,1100,335,fairy,,92,120,115,80,115,138,intrepid-sword
889,zamazenta,29,2100,335,fighting,,92,120,115,80,115,138,dauntless-shield
890,eternatus,200,9500,345,poison,dragon,140,85,95,145,95,130,pressure
891,kubfu,6,120,77,fighting,,60,90,60,53,50,72,inner-focus
892,urshifu-single-strike,19,1050,275,fighting,dark,100,130,100,63,60,97,unseen-fist
893,zarude,18,700,300,dark,grass,105,120,105,70,95,105,leaf-guard
894,regieleki,12,1450,290,electric,,80,100,50,100,50,200,transistor
895,regidrago,21,2000,290,dragon,,200,100,50,100,50,80,dragons-maw
896,glastrier,22,8000,290,ice,,100,145,130,65,110,30,chilling-neigh
897,spectrier,20,445,290,ghost,,100,65,60,145,80,130,grim-neigh
898,calyrex,11,77,250,psychic,grass,100,80,80,80,80,80,unnerve
899,wyrdeer,18,951,263,normal,psychic,103,105,72,105,75,65,"intimidate, frisk, sap-sipper"
900,kleavor,18,890,175,bug,rock,70,135,95,45,70,85,"swarm, sheer-force, sharpness"
901,ursaluna,24,2900,275,ground,normal,130,140,105,45,80,50,"guts, bulletproof, unnerve"
902,basculegion-male,30,1100,265,water,ghost,120,112,65,80,75,78,"swift-swim, adaptability, mold-breaker"
903,sneasler,13,430,102,fighting,poison,80,130,60,40,80,120,"pressure, unburden, poison-touch"
904,overqwil,25,605,179,dark,poison,85,115,95,65,65,85,"poison-point, swift-swim, intimidate"
905,enamorus-incarnate,16,480,116,fairy,flying,74,115,70,135,80,106,"cute-charm, contrary"
906,sprigatito,4,41,62,grass,,40,61,54,45,45,65,"overgrow, protean"
907,floragato,9,122,144,grass,,61,80,63,60,63,83,"overgrow, protean"
908,meowscarada,15,312,265,grass,dark,76,110,70,81,70,123,"overgrow, protean"
909,fuecoco,4,98,62,fire,,67,45,59,63,40,36,"blaze, unaware"
910,crocalor,10,307,144,fire,,81,55,78,90,58,49,"blaze, unaware"
911,skeledirge,16,3265,265,fire,ghost,104,75,100,110,75,66,"blaze, unaware"
912,quaxly,5,61,62,water,,55,65,45,50,45,50,"torrent, moxie"
913,quaxwell,12,215,144,water,,70,85,65,65,60,65,"torrent, moxie"
914,quaquaval,18,619,265,water,fighting,85,120,80,85,75,85,"torrent, moxie"
915,lechonk,5,102,51,normal,,54,45,40,35,45,35,"aroma-veil, gluttony, thick-fat"
916,oinkologne-male,10,1200,171,normal,,110,100,75,59,80,65,"lingering-aroma, gluttony, thick-fat"
917,tarountula,3,40,42,bug,,35,41,45,29,40,20,"insomnia, stakeout"
918,spidops,10,165,141,bug,,60,79,92,52,86,35,"insomnia, stakeout"
919,nymble,2,10,42,bug,,33,46,40,21,25,45,"swarm, tinted-lens"
920,lokix,10,175,158,bug,dark,71,102,78,52,55,92,"swarm, tinted-lens"
921,pawmi,3,25,48,electric,,45,50,20,40,25,60,"static, natural-cure, iron-fist"
922,pawmo,4,65,123,electric,fighting,60,75,40,50,40,85,"volt-absorb, natural-cure, iron-fist"
923,pawmot,9,410,245,electric,fighting,70,115,70,70,60,105,"volt-absorb, natural-cure, iron-fist"
924,tandemaus,3,18,61,normal,,50,50,45,40,45,75,"run-away, pickup, own-tempo"
925,maushold-family-of-four,3,23,165,normal,,74,75,70,65,75,111,"friend-guard, cheek-pouch, technician"
926,fidough,3,109,62,fairy,,37,55,70,30,55,65,"own-tempo, klutz"
927,dachsbun,5,149,167,fairy,,57,80,115,50,80,95,"well-baked-body, aroma-veil"
928,smoliv,3,65,52,grass,normal,41,35,45,58,51,30,"early-bird, harvest"
929,dolliv,6,119,124,grass,normal,52,53,60,78,78,33,"early-bird, harvest"
930,arboliva,14,482,255,grass,normal,78,69,90,125,109,39,"seed-sower, harvest"
931,squawkabilly-green-plumage,6,24,146,normal,flying,82,96,51,45,51,92,"intimidate, hustle, guts"
932,nacli,4,160,56,rock,,55,55,75,35,35,25,"purifying-salt, sturdy, clear-body"
933,naclstack,6,1050,124,rock,,60,60,100,35,65,35,"purifying-salt, sturdy, clear-body"
934,garganacl,23,2400,250,rock,,100,100,130,45,90,35,"purifying-salt, sturdy, clear-body"
935,charcadet,6,105,51,fire,,40,50,40,50,40,35,"flash-fire, flame-body"
936,armarouge,15,850,263,fire,psychic,85,60,100,125,80,75,"flash-fire, weak-armor"
937,ceruledge,16,620,263,fire,ghost,75,125,80,60,100,85,"flash-fire, weak-armor"
938,tadbulb,3,4,54,electric,,61,31,41,59,35,45,"own-tempo, static, damp"
939,bellibolt,12,1130,173,electric,,109,64,91,103,83,45,"electromorphosis, static, damp"
940,wattrel,4,36,56,electric,flying,40,40,35,55,40,70,"wind-power, volt-absorb, competitive"
